index,assists,baronKills,bountyLevel,champExperience,champLevel,championId,championName,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees_x,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,id_game,inhibitorTakedowns,nexusTakedowns,turretTakedowns_x,eligibleForProgression,basicPings,allInPings,assistMePings,baitPings,commandPings,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,doubleAces,dragonTakedowns,earliestBaron,earliestDragonTakedown,earliestElderDragon,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadAfkTeammate,hadOpenNexus,highestChampionDamage,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerKillsEarlyJungle,junglerTakedownsNearDamagedEpicMonster,kda,killParticipation,killsNearEnemyTurret,killsOnLanersEarlyJungleAsJungler,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,laneMinionsFirst10Minutes,legendaryCount,lostAnInhibitor,maxKillDeficit,moreEnemyJungleThanOpponent,mostWardsDestroyedOneSweeper,multiKillOneSpell,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,poroExplosions,riftHeraldTakedowns,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirst25Minutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,turretPlatesTaken,turretTakedowns_y,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,controlWardTimeCoverageInRiverOrEnemyHalf,earlyLaningPhaseGoldExpAdvantage,laningPhaseGoldExpAdvantage,maxCsAdvantageOnLaneOpponent,maxLevelLeadLaneOpponent,visionScoreAdvantageLaneOpponent,teleportTakedowns,highestCrowdControlScore,shortestTimeToAceFromFirstTakedown,highestWardKills,baronBuffGoldAdvantageOverThreshold,fastestLegendary,thirdInhibitorDestroyedTime,completeSupportQuestInTime,dodgeSkillShotsSmallWindow,epicMonsterStolenWithoutSmite,kTurretsDestroyedBeforePlatesFall,landSkillShotsEarlyGame,multiTurretRiftHeraldCount,quickCleanse,quickFirstTurret,quickSoloKills,soloTurretsLategame,threeWardsOneSweeperCount,fasterSupportQuestCompletion,mejaisFullStackInTime,immobilizeAndKillWithAlly,killAfterHiddenWithAlly,killedChampTookFullTeamDamageSurvived,knockEnemyIntoTeamAndKill,pickKillWithAlly,saveAllyFromDeath,survivedThreeImmobilizesInFight,tookLargeDamageSurvived,takedownsFirstXMinutes,killingSprees_y,playedChampSelectPosition
0,9,1,0,15363,16,122,Darius,0,1,944,9617,944,43151,9,0,0,0,False,True,False,False,False,False,12927,11500,TOP,0,2,1054,6630,3742,3111,3065,3076,3364,18,1,6,TOP,1,3,1,452,129,36,20488,14,0,1,0,0,1,0,110712,12778,21297,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,64,103,26,9,3,4,2,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,540,GC Darius Brando,False,100,TOP,26,1995,114531,15420,0,45459,7062,0,164,166,284,1,0,3689,2605,3673,1,9,0,14,0,5,2,False,LA2_1238908295,0.0,0.0,1.0,True,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,3.0,1.0,0.0,825.0,0.0,0.0,463.5356086953549,0.256395533051298,0.0,9.0,0.0,1.0,1373.745263393497,1238.428689914388,,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,,0.0,1.0,1996.0299061038925,0.0,388.5925658932127,,0.0,,0.0,0.0,0.0,,0.0,1.6666666666666667,0.625,0.0,,0.0,0.0,2.0,1.0,53.0,0.0,0.0,0.0,-117.25000005960464,,0.0,0.0,0.0,6630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,,0.0,0.0,1.0,0.1516387226979782,0.0,1.0,1.0,1.0,0.0,7.0,0.0,0.4224356347983184,9.0,6.0,1.0,,0.0,0.0,15.5,1.0,-0.5664055943489075,,,,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,5.0,1.0,0.0,6.0,11.0,0.0,2.0,0.0,4.0,1.0,1.0
9,3,0,0,7342,11,412,Thresh,0,3,1081,1081,1081,10309,5,1,0,0,False,False,False,False,False,False,5446,4175,UTILITY,0,2,3857,3111,3190,0,0,0,3340,14,0,1,BOTTOM,0,0,1,351,8069,2662,5641,0,0,1,0,0,10,0,8786,927,8210,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SUPPORT,0,35,13,9,1,2,4,2,14,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,540,GC Darius Brando,False,200,UTILITY,16,1398,22922,3884,596,14154,0,0,37,38,96,0,0,6066,294,302,0,11,0,10,1,0,5,False,LA2_1238928421,0.0,0.0,0.0,True,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.60110008014564,0.1497654549843061,0.0,5.0,0.0,0.0,,,,596.9330444335938,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,0.0,0.0,1399.0009522393682,0.0,233.604766667598,,0.0,,0.0,0.0,0.0,,0.0,0.8,0.5,0.0,,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,-119.00000005960464,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0870705150530536,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.4563596399121988,0.0,0.0,0.0,,0.0,0.0,17.0,0.0,-0.7990016341209412,,,,,,,,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,,,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,,1.0
0,3,0,0,9120,12,266,Aatrox,0,1,0,2362,0,13291,4,0,0,0,True,False,False,False,False,False,6192,6100,TOP,0,3,3111,6630,1054,3076,1028,0,3340,14,0,0,TOP,0,0,0,628,24,0,2866,4,0,1,0,0,1,0,65962,5005,16402,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,105,18,22,1,1,4,1,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,540,GC Darius Brando,False,100,TOP,10,1301,67683,5005,0,19812,3403,0,127,73,120,1,0,1695,0,542,0,11,0,6,0,0,4,False,LA2_1239379588,0.0,0.0,0.0,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,230.69092739752247,0.2513209079528001,0.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,0.0,0.0,1301.9861676953,0.0,285.3788508859219,,0.0,,0.0,0.0,0.0,,0.0,0.75,0.1875,0.0,,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,-105.20000007748604,,0.0,0.0,0.0,6630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,,0.0,0.0,0.0,0.1202704779922586,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2945945104434892,26.0,23.0,0.0,,0.0,0.0,10.0,1.0,-0.3502810597419739,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,,1.0
0,0,0,0,0,1,10,Kayle,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,507,500,TOP,0,0,0,2033,0,0,0,0,3340,1,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SUPPORT,0,1,0,0,0,0,4,0,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,540,GC Darius Brando,False,100,TOP,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,LA2_1239392893,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,113.48375230338851,0.0,268.1299725126698,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1386444911329248,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5,15,0,0,13343,15,875,Sett,0,1,6686,11021,6686,54463,6,0,1,0,False,False,False,True,False,False,11507,10900,TOP,0,0,1054,6630,3047,3075,6333,0,3340,16,2,5,TOP,34,2,2,384,8487,2048,5368,15,0,0,0,0,6,0,105729,18691,22216,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,62,20,26,8,2,4,3,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,540,GC Darius Brando,False,200,TOP,29,1751,121444,24763,0,31648,8712,0,132,154,184,1,0,7227,4022,4063,3,1,0,12,0,1,7,True,LA2_1240657030,1.0,1.0,4.0,True,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,116.0,0.0,5.700000017881393,0.0,0.0,0.0,0.0,0.0,848.1035335434502,0.2655379459833807,0.0,6.0,0.0,1.0,,1525.41467071781,,0.0,0.0,0.0,73.0,8.000000029802322,0.0,0.0,0.0,843.0965335611492,0.0,1.0,1751.9021620564672,0.0,394.0985543191232,,0.0,,0.0,0.0,0.0,,0.0,3.333333333333333,0.5,2.0,,0.0,0.0,2.0,0.0,50.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,6630.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.2294277267218248,0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.4322784935912131,1.0,1.0,0.0,,0.0,0.0,16.200000017881393,1.0,-0.2597324848175049,,,,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,9.0,1.0,0.0,9.0,17.0,0.0,4.0,1.0,2.0,,1.0
0,7,0,0,11824,14,31,Chogath,0,0,3929,12847,3929,54414,10,0,1,1,False,False,False,True,False,False,10531,10100,TOP,0,1,2033,3143,3047,6657,3075,0,3340,18,2,6,TOP,2,3,3,303,51751,12510,8431,12,0,1,0,0,1,0,22532,4431,29419,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,58,35,60,9,3,4,1,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,540,GC Darius Brando,False,100,TOP,78,1928,88365,19890,0,45882,6939,0,102,583,309,1,1,14081,2948,8031,1,8,0,10,0,0,7,False,LA2_1240671930,0.0,0.0,1.0,True,0.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.656084190935,0.302932783822352,0.0,10.0,0.0,2.0,,751.0536273132176,,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,628.2863251145931,0.0,0.0,1929.0897729725864,0.0,327.5642475000202,,0.0,,0.0,0.0,4.0,,0.0,1.3,0.4482758620689655,1.0,,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,6657.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,13.0,0.0,0.0,,0.0,0.0,0.0,0.2020704093303865,0.0,4.0,5.0,1.0,15.0,4.0,0.0,0.3281019113546491,0.0,0.0,0.0,,0.0,0.0,22.0,2.0,-0.5551820993423462,,,17.468002338877568,,,,,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,5.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,6.0,1.0,1.0
6,1,0,0,7452,11,11,MasterYi,0,0,1176,7371,1176,12334,7,0,0,0,False,False,False,False,False,True,6763,6450,JUNGLE,0,0,1053,6672,1042,3006,1042,0,3340,12,0,0,JUNGLE,341,0,0,479,0,0,10347,104,0,0,0,0,7,0,84416,4671,13175,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,NONE,0,36,6,36,8,2,4,12,11,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,540,GC Darius Brando,False,200,JUNGLE,5,1452,123780,6973,0,24268,1370,0,10,68,165,1,0,39365,2302,746,0,3,0,16,0,3,7,False,LA2_1241383288,0.0,0.0,0.0,True,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,86.0,0.0,86.00000014901161,0.0,0.0,0.0,1.0,0.0,288.01052760687,0.3503980971066028,0.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,987.3435884457734,0.0,0.0,1452.7718055844064,,279.3462442596057,,0.0,,2.0,0.0,52.00000008940697,0.0,0.0,0.1428571428571428,0.2,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-38.500000059604645,,0.0,0.0,0.0,6672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.1813859369759674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6998418515183905,3.0,3.0,0.0,,0.0,0.0,5.000000029802322,1.0,0.09271240234375,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0
3,5,0,1,10345,13,67,Vayne,0,1,4439,15973,4439,7642,4,0,0,0,False,False,False,False,False,True,9713,8800,BOTTOM,0,0,1055,3006,3124,3748,4635,0,3340,17,0,3,BOTTOM,0,0,1,936,0,0,8237,14,0,0,0,0,4,0,85808,9029,7947,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,CARRY,0,64,0,9,6,2,4,3,7,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,541,GC Darius Brando,False,100,BOTTOM,7,1735,119608,11977,0,17215,4031,62,145,8,103,2,0,33799,2948,1031,1,1,0,15,0,2,8,True,LA2_1241396205,0.0,0.0,2.0,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,2.4000000059604645,0.0,0.0,0.0,1.0,0.0,414.00168899426507,0.1910047262793555,0.0,4.0,0.0,3.0,,361.7344043487805,,62.040000915527344,0.0,0.0,12.0,8.0,0.0,0.0,0.0,,0.0,0.0,1735.9298518102314,0.0,335.717545710314,,0.0,,0.0,0.0,0.0,,0.0,2.0,0.2424242424242424,2.0,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,33.0,35.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.1228719742530805,0.0,2.0,1.0,2.0,5.0,6.0,1.0,0.5420161658074728,2.0,2.0,0.0,,0.0,0.0,16.75,1.0,-0.2632315158843994,,,,,,,,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,3.0,,1.0
3,0,0,0,0,1,21,MissFortune,0,1,0,0,0,0,0,0,0,0,False,False,False,False,True,False,500,500,BOTTOM,0,0,1055,2003,0,0,0,0,3340,2,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,4,0,228,0,0,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SUPPORT,0,0,0,0,0,0,4,0,7,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,541,GC Darius Brando,True,100,BOTTOM,0,107,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,LA2_1241406836,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,107.3370597221836,0.0,279.49340216368745,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0,1,0,0,11247,13,86,Garen,0,1,0,2890,0,21380,3,0,1,0,False,False,False,False,False,False,9175,8700,TOP,0,3,1054,3084,3068,3047,3066,1029,3340,16,2,5,TOP,0,3,2,796,7764,667,2382,0,0,1,0,0,1,0,73389,6705,16504,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,74,12,43,4,1,4,1,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,541,GC Darius Brando,False,100,TOP,27,1473,87788,10260,0,19981,983,0,155,94,72,1,0,6633,2888,1093,0,10,0,8,0,0,6,False,LA2_1241410657,0.0,0.0,0.0,True,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,417.8415951334189,0.1955195667511589,0.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1473.42076888831,0.0,373.6231449878728,,0.0,,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,,0.0,0.0,1.0,0.0,66.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,3084.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.2160169434422105,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.3662324552238796,23.0,20.0,1.0,,0.0,0.0,7.0,1.0,-0.4959597587585449,,,,,,,,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0
5,7,0,0,19055,18,31,Chogath,0,0,4320,6709,4320,87166,5,0,0,0,False,False,False,True,False,True,14304,14100,TOP,0,0,6657,3075,3111,4401,3065,3082,3340,19,2,9,TOP,0,5,1,1141,110775,19057,23753,0,0,0,0,0,6,0,35634,4377,33988,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,90,41,97,16,3,4,3,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,541,GC Darius Brando,False,200,TOP,106,2084,165785,31087,0,60868,14575,0,196,1015,202,1,0,19375,7652,3127,1,6,0,21,0,4,8,False,LA2_1241459492,0.0,0.0,2.0,True,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,894.804680415554,0.32782398264667,0.0,5.0,0.0,1.0,,1569.7809677293517,,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,806.2585635709339,0.0,4.0,2084.532997688684,0.0,411.7283483046966,,0.0,,0.0,0.0,0.0,,1.0,3.2,0.4848484848484848,1.0,,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6657.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,8.0,0.0,1.0,16.0,0.0,0.0,,1.0,0.0,0.0,0.2782685773063541,0.0,0.0,5.0,2.0,0.0,9.0,0.0,0.6068984978751084,4.0,0.0,1.0,,0.0,1.0,24.0,3.0,0.1749664545059204,,,,,,,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0,0.0,10.0,0.0,3.0,1.0,5.0,2.0,1.0
0,3,0,3,10127,13,31,Chogath,0,0,5846,11863,5846,10563,0,0,0,0,False,False,True,False,False,True,8192,7600,TOP,0,0,3084,2033,3068,3047,0,0,3340,14,1,3,TOP,0,3,1,0,44943,4892,6003,8,0,0,0,0,1,0,18538,1164,6830,4075,UQKPesE4SiB-UC5SGiwmbqnet9Sb1yJxZAKWHwr9JEhMWo9D2CK4hv_NdJQLhU3S-GJt5CUbyhRGmA,0,,,SOLO,0,49,15,51,8,2,4,0,12,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,541,GC Darius Brando,False,100,TOP,42,1345,81754,7855,0,12904,2860,0,115,582,0,1,0,18272,1799,70,1,1,0,11,0,2,5,True,LA2_1241688981,1.0,0.0,4.0,True,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,123.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,350.3876007957039,0.2074193972353689,0.0,0.0,0.0,0.0,1252.365723157263,,,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,865.3394703549277,0.0,1.0,1345.2228981782628,0.0,365.4041715015559,,0.0,,0.0,0.0,4.0,,0.0,6.0,0.3,0.0,,0.0,0.0,0.0,0.0,66.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,3084.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,1.0,0.165182219130637,0.0,4.0,3.0,4.0,10.0,5.0,0.0,0.5046605871413385,2.0,2.0,0.0,,0.0,0.0,15.0,1.0,-0.1315416097640991,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0
